ProjectID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectStartYear,ProjectEndYear,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages,OutputType_Clean,Data Source,TitleLen,JournalArticle,YearsSinceStart,RDC_Atlanta,RDC_Austin,RDC_Baruch,RDC_Berkeley,RDC_Boston,RDC_CMU,RDC_Chicago,RDC_Colorado,RDC_Cornell,RDC_Dallas,RDC_Fed Board,RDC_Florida,RDC_Georgetown,RDC_Irvine,RDC_Kansas City,RDC_Kentucky,RDC_Maryland,RDC_Michigan,RDC_Minnesota,RDC_Missouri,RDC_NCRN,RDC_Nebraska,RDC_Penn State,RDC_Philadelphia,RDC_Seattle,RDC_Stanford,RDC_Texas,RDC_Triangle,RDC_UCLA,RDC_UIUC,RDC_USC,RDC_Utah,RDC_Washington,RDC_Wisconsin,RDC_Yale,Economics_Labor
3059.0,Active,The Effects of WIC Physical Presence Requirements on Program Participation Outcomes,Cornell,2024.0,,Colleen Heflin,The Structure of Material Hardship in U.S. Households: An Examination of the Coherence behind Common Measures of Well-Being,"Heflin, Colleen; Sandberg, John; Rafail, Patrick. 2009. ""The Structure of Material Hardship in U.S. Households: An Examination of the Coherence behind Common Measures of Well-Being"". Social Problems, 56(4), pp. 746-764. . https://doi.org/https://doi.org/10.1525/sp.2009.56.4.746",article,published,Social Problems,2009.0,10,56.0,4,746-764,Journal Article Publication,New,123.0,1,-15.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2112.0,Completed,The Demographics of Air Conditioning Adoption: Evidence from the American Housing Survey,Baruch,2019.0,2023.0,Jeffrey Shrader,The Dynamics of House Price Capitalization and Locational Sorting: Evidence from Air Quality Changes,"Lang, Corey. 2012. ""The Dynamics of House Price Capitalization and Locational Sorting: Evidence from Air Quality Changes"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2205110",article,published,SSRN Electronic Journal,2012.0,1,,,,Journal Article Publication,New,100.0,1,-7.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1583.0,Active,Evaluating the Quality of the SIPP-EHC Field Tests Using Administrative Records and Paradata,NCRN,2016.0,,Robert Belli,Comparisons of administrative record rosters to census self-responses and NRFU household member responses1,"Mulry, Mary H.; Tello-Trillo, Cristina; Mule, Vincent T.; Keller, Andrew. 2024. ""Comparisons of administrative record rosters to census self-responses and NRFU household member responses1"". Statistical Journal of the IAOS, 40(1), pp. 41-52. . https://doi.org/https://doi.org/10.3233/sji-230048",article,published,Statistical Journal of the IAOS,2024.0,2,40.0,1,41-52,Journal Article Publication,New,106.0,1,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1169.0,Completed,"Introduction of Head Start, Maternal Labor Supply and Child Outcomes",Chicago,2013.0,2015.0,Robert Kaestner,Introduction of Head Start and Maternal Labor Supply: Evidence from a Regression Discontinuity Design,"Long, Cuiping. 2016. ""Introduction of Head Start and Maternal Labor Supply: Evidence from a Regression Discontinuity Design"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2817492",article,published,SSRN Electronic Journal,2016.0,1,,,,Journal Article Publication,New,101.0,1,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2323.0,Active,Understanding the Migration of Older Americans,Cornell,2020.0,,Dan Black,"What We Can Learn from Selected, Unmatched Data: Measuring Internet Inequality in Chicago","Saxon, J.; Black, Dan A.. 2022. ""What We Can Learn from Selected, Unmatched Data: Measuring Internet Inequality in Chicago"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.4103426",article,published,SSRN Electronic Journal,2022.0,1,,,,Journal Article Publication,New,89.0,1,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2323.0,Active,Understanding the Migration of Older Americans,Cornell,2020.0,,Dan Black,Measurement of Higher Education in the Census and Current Population Survey,"Black, Dan A.; Sanders, Seth; Taylor, Lowell J.. 2003. ""Measurement of Higher Education in the Census and Current Population Survey"". Journal of the American Statistical Association, 98(463), pp. 545-554. . https://doi.org/https://doi.org/10.1198/016214503000000369",article,published,Journal of the American Statistical Association,2003.0,9,98.0,463,545-554,Journal Article Publication,New,75.0,1,-17.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2907.0,Active,The Relationship between Military Service and STEM Outcomes: Integrating Data from Three Federal Statistical Agencies,Nebraska,2023.0,,Regina Werum,Replication Data for: Racial Differences in the Relationship between the Receipt of Informal Financial Support and Social Insurance,"Francis, Dania V.; Weller, Christian E.. 2023. ""Replication Data for: Racial Differences in the Relationship between the Receipt of Informal Financial Support and Social Insurance"". Harvard Dataverse, , pp. . . https://doi.org/https://doi.org/10.7910/dvn/cidz6t",dataset,published,Harvard Dataverse,2023.0,1,,,,Dataset,New,131.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2656.0,Active,"Understanding the Relationships Between Gender/Racial Diversity, Management Practices, and Organizational Performance",Kansas City,2023.0,,Bryan Hong,Racial differences in the relationship between the receipt of informal financial support and social insurance,"Francis, Dania V.; Weller, Christian E.; Karakilic, Emek; Salihu, Maryam Muhammad. 2023. ""Racial differences in the relationship between the receipt of informal financial support and social insurance"". Review of Social Economy, 82(2), pp. 184-212. . https://doi.org/https://doi.org/10.1080/00346764.2023.2241431",article,published,Review of Social Economy,2023.0,8,82.0,2,184-212,Journal Article Publication,New,109.0,1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
503.0,Completed,Using Plant-Level Data to Assess the Motives for Aggregating Line of Business Information,Chicago,2005.0,2008.0,Daniel A Bens,Discretionary Disclosure in Financial Reporting: An Examination Comparing Internal Firm Data to Externally Reported Segment Data,"Bens, Daniel A.; Berger, Philip G.; Monahan, Steven J.. 2010. ""Discretionary Disclosure in Financial Reporting: An Examination Comparing Internal Firm Data to Externally Reported Segment Data"". The Accounting Review, 86(2), pp. 417-449. . https://doi.org/https://doi.org/10.2308/accr.00000019",article,published,The Accounting Review,2010.0,10,86.0,2,417-449,Journal Article Publication,New,128.0,1,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
503.0,Completed,Using Plant-Level Data to Assess the Motives for Aggregating Line of Business Information,Chicago,2005.0,2008.0,Daniel A Bens,Discretionary Disclosure in Financial Reporting: An Examination Comparing Internal Firm Data to Externally Reported Segment Data,"Bens, Daniel A.; Berger, Philip G.; Monahan, Steven J.. 2009. ""Discretionary Disclosure in Financial Reporting: An Examination Comparing Internal Firm Data to Externally Reported Segment Data"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.1476488",article,published,SSRN Electronic Journal,2009.0,1,,,,Journal Article Publication,New,128.0,1,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1947.0,Active,Economic Data Aggregation Bias: Empirical Evidence from the Energy Sector,Colorado,2019.0,,Benjamin Gilbert,Dutch Disease or Agglomeration? The Local Economic Effects of Natural Resource Booms in Modern America,"Allcott, Hunt; Keniston, Daniel. 2017. ""Dutch Disease or Agglomeration? The Local Economic Effects of Natural Resource Booms in Modern America"". The Review of Economic Studies, 85(2), pp. 695-731. . https://doi.org/https://doi.org/10.1093/restud/rdx042",article,published,The Review of Economic Studies,2017.0,7,85.0,2,695-731,Journal Article Publication,New,102.0,1,-2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
792.0,Completed,"Immigration, Earnings and the Dynamics of Labor Market Adjustment in the United States: Comparing CPS Earnings to LEHD Earnings Records",Triangle,2010.0,2015.0,Ted D Mouw,Are Anatomy PhDs Nearing Extinction or Adapting to Change? United States Graduate Education Trends in the Anatomical Sciences,"Wilson, Adam B.; Kaza, Niroop; Singpurwalla, Darius; Brooks, William S.. 2020. ""Are Anatomy PhDs Nearing Extinction or Adapting to Change? United States Graduate Education Trends in the Anatomical Sciences"". Anatomical Sciences Education, 14(4), pp. 432-439. . https://doi.org/https://doi.org/10.1002/ase.2013",article,published,Anatomical Sciences Education,2020.0,8,14.0,4,432-439,Journal Article Publication,New,125.0,1,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
736.0,Completed,Analysis of the Child Care Market in the United States,Berkeley,2009.0,2014.0,Maria D Fitzpatrick,Update on the state of the anatomy educator shortage,"Garnett, Colleen N.; Brooks, William S.; Singpurwalla, Darius; Wilson, Adam B.. 2023. ""Update on the state of the anatomy educator shortage"". Anatomical Sciences Education, 16(6), pp. 1118-1120. . https://doi.org/https://doi.org/10.1002/ase.2303",editorial,published,Anatomical Sciences Education,2023.0,5,16.0,6,1118-1120,Other Publication,New,52.0,0,14.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2888.0,Active,Occupational Mobility Among Recent U.S. Birth Cohorts,Stanford,2023.0,,David B Grusky,A New Infrastructure for Monitoring Social Mobility in the United States,"Grusky, David B.; Smeeding, Timothy M.; Snipp, C. Matthew. 2014. ""A New Infrastructure for Monitoring Social Mobility in the United States"". The Annals of the American Academy of Political and Social Science, 657(1), pp. 63-82. . https://doi.org/https://doi.org/10.1177/0002716214549941",article,published,The Annals of the American Academy of Political and Social Science,2014.0,12,657.0,1,63-82,Journal Article Publication,New,72.0,1,-9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,no
2359.0,Active,Trends and Disparities in Fatal Occupational Injuries,Triangle,2021.0,,David B Richardson,"Trends in fatal occupational injuries in Latino/a workers relative to other groups, North Carolina 2000–2017","Richey, Morgan M.; Golightly, Yvonne M.; Marshall, Stephen W.; Novicoff, Wendy M.; Keil, Alexander P.; Nocera, Maryalice; Richardson, David B.. 2022. ""Trends in fatal occupational injuries in Latino/a workers relative to other groups, North Carolina 2000–2017"". American Journal of Industrial Medicine, 65(4), pp. 242-247. . https://doi.org/https://doi.org/10.1002/ajim.23331",article,published,American Journal of Industrial Medicine,2022.0,2,65.0,4,242-247,Journal Article Publication,New,108.0,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2359.0,Active,Trends and Disparities in Fatal Occupational Injuries,Triangle,2021.0,,David B Richardson,The effect of rate denominator source on US fatal occupational injury rate estimates,"Richardson, David B.; Loomis, Dana; Bailer, A. John; Bena, James. 2004. ""The effect of rate denominator source on US fatal occupational injury rate estimates"". American Journal of Industrial Medicine, 46(3), pp. 261-270. . https://doi.org/https://doi.org/10.1002/ajim.20057",article,published,American Journal of Industrial Medicine,2004.0,8,46.0,3,261-270,Journal Article Publication,New,84.0,1,-17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2359.0,Active,Trends and Disparities in Fatal Occupational Injuries,Triangle,2021.0,,David B Richardson,"Characteristics of sports and recreation-related emergency department visits among school-age children and youth in North Carolina, 2010–2014","Harmon, Katherine; Proescholdbell, Scott; Register‐Mihalik, Johna K.; Richardson, David B.; Waller, Anna; Marshall, Stephen W.. 2018. ""Characteristics of sports and recreation-related emergency department visits among school-age children and youth in North Carolina, 2010–2014"". Injury Epidemiology, 5(1), pp. . . https://doi.org/https://doi.org/10.1186/s40621-018-0152-0",article,published,Injury Epidemiology,2018.0,4,5.0,1,,Journal Article Publication,New,141.0,1,-3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2359.0,Active,Trends and Disparities in Fatal Occupational Injuries,Triangle,2021.0,,David B Richardson,Trends in fatal occupational injury rates among older workers before and after the Great Recession of 2008,"Richey, Morgan M.; Golightly, Yvonne M.; Marshall, Stephen W.; Novicoff, Wendy M.; Keil, Alexander P.; Nocera, Maryalice; Richardson, David B.. 2023. ""Trends in fatal occupational injury rates among older workers before and after the Great Recession of 2008"". Occupational and Environmental Medicine, 80(3), pp. 154-159. . https://doi.org/https://doi.org/10.1136/oemed-2022-108587",article,published,Occupational and Environmental Medicine,2023.0,1,80.0,3,154-159,Journal Article Publication,New,106.0,1,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
874.0,Completed,Constructing a Geography for Census Microdata,Atlanta,2013.0,2017.0,Nicholas Nagle,Patterns and causes of uncertainty in the American Community Survey,"Spielman, Seth; Folch, David C.; Nagle, Nicholas N.. 2013. ""Patterns and causes of uncertainty in the American Community Survey"". Applied Geography, 46, pp. 147-157. . https://doi.org/https://doi.org/10.1016/j.apgeog.2013.11.002",article,published,Applied Geography,2013.0,12,46.0,,147-157,Journal Article Publication,New,67.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
248.0,Completed,Seasonality of Transportation Data in the American Community Survey,Washington,2002.0,2003.0,Emily Parkany,Reducing Uncertainty in the American Community Survey through Data-Driven Regionalization,"Spielman, Seth; Folch, David C.. 2015. ""Reducing Uncertainty in the American Community Survey through Data-Driven Regionalization"". PLoS ONE, 10(2), pp. e0115626-e0115626. . https://doi.org/https://doi.org/10.1371/journal.pone.0115626",article,published,PLoS ONE,2015.0,2,10.0,2,e0115626-e0115626,Journal Article Publication,New,89.0,1,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
1070.0,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013.0,2021.0,Seth E Spielman,Spatial Variation in the Quality of American Community Survey Estimates,"Folch, David C.; Arribas‐Bel, Daniel; Koschinsky, Julia; Spielman, Seth. 2016. ""Spatial Variation in the Quality of American Community Survey Estimates"". Demography, 53(5), pp. 1535-1554. . https://doi.org/https://doi.org/10.1007/s13524-016-0499-1",article,published,Demography,2016.0,8,53.0,5,1535-1554,Journal Article Publication,New,71.0,1,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1070.0,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013.0,2021.0,Seth E Spielman,Navigating Statistical Uncertainty: How Urban and Regional Planners Understand and Work With American Community Survey (ACS) Data for Guiding Policy,"Jurjevich, Jason R.; Griffin, Amy L.; Spielman, Seth; Folch, David C.; Merrick, Meg; Nagle, Nicholas N.. 2018. ""Navigating Statistical Uncertainty: How Urban and Regional Planners Understand and Work With American Community Survey (ACS) Data for Guiding Policy"". Journal of the American Planning Association, 84(2), pp. 112-126. . https://doi.org/https://doi.org/10.1080/01944363.2018.1440182",article,published,Journal of the American Planning Association,2018.0,4,84.0,2,112-126,Journal Article Publication,New,148.0,1,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1070.0,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013.0,2021.0,Seth E Spielman,The Impact of Covariance on American Community Survey Margins of Error: Computational Alternatives,"Folch, David C.; Spielman, Seth; Graber, Molly. 2023. ""The Impact of Covariance on American Community Survey Margins of Error: Computational Alternatives"". Population Research and Policy Review, 42(4), pp. . . https://doi.org/https://doi.org/10.1007/s11113-023-09786-y",article,published,Population Research and Policy Review,2023.0,6,42.0,4,,Journal Article Publication,New,98.0,1,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
134.0,Completed,CM99-07  A Demographic Study of Alternative Household Structures,CMU,1999.0,2002.0,Ann C Schatzer,A A comparative study of urban occupational structures: Brazil and United States,"Scherer, Clauber Eduardo Marchezan; Amaral, Pedro; Folch, David C.. 2019. ""A A comparative study of urban occupational structures: Brazil and United States"". Revista Brasileira de Estudos de População, 36, pp. 1-19. . https://doi.org/https://doi.org/10.20947/s0102-3098a0097",article,published,Revista Brasileira de Estudos de População,2019.0,12,36.0,,1-19,Journal Article Publication,New,80.0,1,20.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2471.0,Active,Gated Communities and Inequality in the United States,Baruch,2021.0,,Shannon Rieger,Patterns of Multidimensional Poverty in the United States,"Folch, David C.; Laird, Matthew. 2023. ""Patterns of Multidimensional Poverty in the United States"". Annals of the American Association of Geographers, 114(2), pp. 387-407. . https://doi.org/https://doi.org/10.1080/24694452.2023.2265984",article,published,Annals of the American Association of Geographers,2023.0,11,114.0,2,387-407,Journal Article Publication,New,57.0,1,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
736.0,Completed,Analysis of the Child Care Market in the United States,Berkeley,2009.0,2014.0,Maria D Fitzpatrick,A comparative study of urban occupational structures: Brazil and United States,"Scherer, Clauber Eduardo Marchezan; Amaral, Pedro; Folch, David C.. 2020. ""A comparative study of urban occupational structures: Brazil and United States"". Figshare, , pp. . . https://doi.org/https://doi.org/10.6084/m9.figshare.11930106",dataset,published,Figshare,2020.0,1,,,,Dataset,New,78.0,0,11.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1070.0,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013.0,2021.0,Seth E Spielman,Effects of a Government-Academic Partnership: Has the NSF-CENSUS Bureau Research Network Helped Improve the US Statistical System?,"Weinberg, Daniel H.; Abowd, John M.; Belli, Robert F.; Cressie, Noel; Folch, David C.; Holan, Scott H.; Levenstein, Margaret C.; Olson, Kristen; Reiter, Jerome P.; Shapiro, Matthew D.; Smyth, Jolene D.; Soh, Leen-Kiat; Spencer, Bruce D.; Spielman, Seth; Vilhuber, Lars; Wikle, Christopher K.. 2018. ""Effects of a Government-Academic Partnership: Has the NSF-CENSUS Bureau Research Network Helped Improve the US Statistical System?"". Journal of Survey Statistics and Methodology, 7(4), pp. 589-619. . https://doi.org/https://doi.org/10.1093/jssam/smy023",article,published,Journal of Survey Statistics and Methodology,2018.0,10,7.0,4,589-619,Journal Article Publication,New,130.0,1,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1070.0,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013.0,2021.0,Seth E Spielman,Who are the People in my Neighborhood?: The “Contextual Fallacy” of Measuring Individual Context with Census Geographies,"Fowler, Christopher S.; Frey, Nathan; Folch, David C.; Nagle, Nicholas N.; Spielman, Seth. 2019. ""Who are the People in my Neighborhood?: The “Contextual Fallacy” of Measuring Individual Context with Census Geographies"". Geographical Analysis, 52(2), pp. 155-168. . https://doi.org/https://doi.org/10.1111/gean.12192",article,published,Geographical Analysis,2019.0,2,52.0,2,155-168,Journal Article Publication,New,120.0,1,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
221.0,Completed,"The Residential Segregation of Immigrant Groups in the United States, 1910-2000",Triangle,2002.0,2005.0,Jacob Vigdor,Changes in Workplace Segregation in the United States between 1990 and 2000,"Hellerstein, Judith K.; Neumark, David; McInerney, Melissa. 2008. ""Changes in Workplace Segregation in the United States between 1990 and 2000"". University of Chicago Press eBooks, , pp. 163-196. . https://doi.org/https://doi.org/10.7208/chicago/9780226042893.003.0006",book-chapter,published,University of Chicago Press eBooks,2008.0,1,,,163-196,Book,New,75.0,0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2661.0,Active,The Effect of Rent Control and Inclusionary Zoning on Housing Affordability and Access to Opportunity,Georgetown,2022.0,,Christina Stacy,Jue Insight: The Impacts of Opportunity Zones on Zone Residents,"Freedman, Matthew; Khanna, Shantanu; Neumark, David. 2021. ""Jue Insight: The Impacts of Opportunity Zones on Zone Residents"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.3809536",article,published,SSRN Electronic Journal,2021.0,1,,,,Journal Article Publication,New,63.0,1,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2782.0,Active,The Roles of the Opioid and COVID Crises in Entrepreneurship and Innovation,Triangle,2023.0,,Maryann P Feldman,Combining rules and discretion in economic development policy: Evidence on the impacts of the California Competes Tax Credit,"Freedman, Matthew; Khanna, Shantanu; Neumark, David. 2022. ""Combining rules and discretion in economic development policy: Evidence on the impacts of the California Competes Tax Credit"". Journal of Public Economics, 217, pp. 104777-104777. . https://doi.org/https://doi.org/10.1016/j.jpubeco.2022.104777",article,published,Journal of Public Economics,2022.0,12,217.0,,104777-104777,Journal Article Publication,New,124.0,1,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2507.0,Completed,Facilitating the Study of Assisted Housing Effects on Children and Families: Statistically Crosswalking the Panel Study of Income Dynamics and the American Housing Survey,Maryland,2021.0,2023.0,Sandra Newman,Linking national primary care electronic health records to individual records from the U.S. Census Bureau’s American Community Survey: evaluating the likelihood of linkage based on patient health,"Limburg, Aubrey; Gladish, Nicole; Rehkopf, David H.; Phillips, Robert L.; Udalova, Victoria. 2024. ""Linking national primary care electronic health records to individual records from the U.S. Census Bureau’s American Community Survey: evaluating the likelihood of linkage based on patient health"". Journal of the American Medical Informatics Association, , pp. . . https://doi.org/https://doi.org/10.1093/jamia/ocae269",article,published,Journal of the American Medical Informatics Association,2024.0,11,,,,Journal Article Publication,New,195.0,1,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
396.0,Completed,Economic Strategies of Survival and Mobility:  Ethnic Entrepreneurship in the United States,Michigan,2004.0,2006.0,Zulema Valdez,Racial/Ethnic and Economic Segregation and Survival in the United States,"Mejía‐Guevara, Iván; Cullen, Mark R.; Tuljapurkar, Shripad; Periyakoil, Vyjeyanthi S.; Rehkopf, David H.. 2020. ""Racial/Ethnic and Economic Segregation and Survival in the United States"". medRxiv (Cold Spring Harbor Laboratory), , pp. . . https://doi.org/https://doi.org/10.1101/2020.08.21.20179721",preprint,published,medRxiv (Cold Spring Harbor Laboratory),2020.0,8,,,,Journal Article Publication,New,72.0,1,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
649.0,Completed,Imports and Productivity in U.S. Manufacturing,Baruch,2008.0,2012.0,Victor A Shlychkov,Cheap Imports and the Loss of US Manufacturing Jobs,"Kemeny, Thomas; Rigby, David L.; Cooke, Abigail M.. 2014. ""Cheap Imports and the Loss of US Manufacturing Jobs"". World Economy, 38(10), pp. 1555-1573. . https://doi.org/https://doi.org/10.1111/twec.12238",article,published,World Economy,2014.0,11,38.0,10,1555-1573,Journal Article Publication,New,51.0,1,6.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
3031.0,Active,Linking the National Survey of College Graduates to Census Bureau Employer Data,Triangle,2024.0,,Darryl Cooney,The Role of Chance in the Census Bureau Database Reconstruction Experiment,"Ruggles, Steven; Riper, David Van. 2021. ""The Role of Chance in the Census Bureau Database Reconstruction Experiment"". Population Research and Policy Review, 41(3), pp. 781-788. . https://doi.org/https://doi.org/10.1007/s11113-021-09674-3",article,published,Population Research and Policy Review,2021.0,8,41.0,3,781-788,Journal Article Publication,New,74.0,1,-3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2228.0,Active,"""Fixing"" 1990-2010 Census Geography: Geocoding Restricted Data and Assessing Public Estimates",Minnesota,2019.0,,Jonathan Schroeder,"Optimized spatial information for 1990, 2000, and 2010 U.S. census microdata","Fowler, Christopher S.; Gaboardi, James; Schroeder, Jonathan; Riper, David Van. 2024. ""Optimized spatial information for 1990, 2000, and 2010 U.S. census microdata"". Scientific Data, 11(1), pp. . . https://doi.org/https://doi.org/10.1038/s41597-023-02859-9",article,published,Scientific Data,2024.0,1,11.0,1,,Journal Article Publication,New,76.0,1,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
505.0,Completed,Causes and Consequences of Neighborhood Economic Transitions,Baruch,2008.0,2011.0,Ingrid G Ellen,Has Falling Crime Invited Gentrification?,"Ellen, Ingrid Gould; Horn, Keren Mertens; Reed, Davin. 2017. ""Has Falling Crime Invited Gentrification?"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2930242",article,published,SSRN Electronic Journal,2017.0,1,,,,Journal Article Publication,New,41.0,1,9.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
461.0,Completed,The Going Public Decision and the Product Market,Boston,2006.0,2013.0,Shan N He,The Going-Public Decision and the Product Market,"Chemmanur, Thomas J.; He, Shan; Nandy, Debarshi K.. 2009. ""The Going-Public Decision and the Product Market"". Review of Financial Studies, 23(5), pp. 1855-1908. . https://doi.org/https://doi.org/10.1093/rfs/hhp098",article,published,Review of Financial Studies,2009.0,12,23.0,5,1855-1908,Journal Article Publication,New,48.0,1,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
